@timestamp,measure_type,measure_float,brand,serial_number,establishment_id,establishment_name,establishment_city,establishment_postcode,establishment_address,establishment_latitude,establishment_longitude,room_id,room_name
2021-11-01T23:59:36Z,CO2,464,PandoSensors,B3D54FD000088F,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,4,Room 8F
2021-11-01T23:59:36Z,HUM,55,PandoSensors,B3D54FD000088F,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,4,Room 8F
2021-11-01T23:59:36Z,TMP,17,PandoSensors,B3D54FD000088F,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,4,Room 8F
2021-11-01T23:59:36Z,VOCT,117,PandoSensors,B3D54FD000088F,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,4,Room 8F
2021-11-01T23:49:36Z,CO2,475,PandoSensors,B3D54FD000088F,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,4,Room 8F
2021-11-01T23:49:36Z,HUM,55,PandoSensors,B3D54FD000088F,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,4,Room 8F
2021-11-01T23:49:36Z,TMP,17,PandoSensors,B3D54FD000088F,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,4,Room 8F
2021-11-01T23:49:36Z,VOCT,126,PandoSensors,B3D54FD000088F,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,4,Room 8F
2021-11-01T23:39:36Z,CO2,468,PandoSensors,B3D54FD000088F,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,4,Room 8F
2021-11-01T23:39:36Z,HUM,55,PandoSensors,B3D54FD000088F,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,4,Room 8F
2021-11-01T23:39:36Z,TMP,17,PandoSensors,B3D54FD000088F,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,4,Room 8F
2021-11-01T23:39:36Z,VOCT,112,PandoSensors,B3D54FD000088F,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,4,Room 8F
