@timestamp,measure_type,measure_float,brand,serial_number,establishment_id,establishment_name,establishment_city,establishment_postcode,establishment_address,establishment_latitude,establishment_longitude,room_id,room_name
2021-11-01T23:54:23Z,CO2,384,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T23:54:23Z,HUM,55,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T23:54:23Z,TMP,17,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T23:54:23Z,VOCT,103,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T23:44:23Z,CO2,386,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T23:44:23Z,HUM,55,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T23:44:23Z,TMP,17,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T23:44:23Z,VOCT,103,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T23:34:22Z,CO2,385,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T23:34:22Z,HUM,55,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T23:34:22Z,TMP,17,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T23:34:22Z,VOCT,108,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T23:24:22Z,CO2,398,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T23:24:22Z,HUM,55,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T23:24:22Z,TMP,17,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T23:24:22Z,VOCT,94,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T23:14:22Z,CO2,387,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T23:14:22Z,HUM,55,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T23:14:22Z,TMP,17,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T23:14:22Z,VOCT,103,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T23:04:22Z,CO2,390,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T23:04:22Z,HUM,55,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T23:04:22Z,TMP,17,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T23:04:22Z,VOCT,85,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T22:44:22Z,CO2,378,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T22:44:22Z,HUM,55,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T22:44:22Z,TMP,17,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T22:44:22Z,VOCT,94,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T22:34:22Z,CO2,388,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T22:34:22Z,HUM,55,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T22:34:22Z,TMP,17,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T22:34:22Z,VOCT,99,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T22:24:22Z,CO2,395,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T22:24:22Z,HUM,55,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T22:24:22Z,TMP,17,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T22:24:22Z,VOCT,90,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T22:14:21Z,CO2,383,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T22:14:21Z,HUM,55,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T22:14:21Z,TMP,17,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T22:14:21Z,VOCT,130,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T21:54:21Z,CO2,419,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T21:54:21Z,HUM,54,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T21:54:21Z,TMP,17,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T21:54:21Z,VOCT,135,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T21:44:21Z,CO2,421,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T21:44:21Z,HUM,55,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T21:44:21Z,TMP,17,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T21:44:21Z,VOCT,148,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T21:34:21Z,CO2,424,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T21:34:21Z,HUM,55,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T21:34:21Z,TMP,17,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T21:34:21Z,VOCT,153,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T21:24:21Z,CO2,416,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T21:24:21Z,HUM,55,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T21:24:21Z,TMP,17,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T21:24:21Z,VOCT,198,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T21:14:21Z,CO2,419,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T21:14:21Z,HUM,55,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T21:14:21Z,TMP,17,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T21:14:21Z,VOCT,202,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T20:54:20Z,CO2,396,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T20:54:20Z,HUM,55,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T20:54:20Z,TMP,17,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T20:54:20Z,VOCT,211,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T20:44:20Z,CO2,407,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
2021-11-01T20:44:20Z,HUM,55,PandoSensors,B3D54FD000088A,1,Pando2,Paris,75018,48 Rue René Clair 75018 Île-de-France France,48.8939059,2.354347,3,Room 8A
